Area;Year;GDP per capita - with interpolations;Type of data;Data period;Longer description;Growth linked to which year;If use region or neighbor - what is used;Source ;Source notes;Other notes;Adjustments of data;Regional average multiplied with spread-ot factor;Other footnotes;Other footnotes;Other footnotes
China;1859;535;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1860;548;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1861;560;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1862;573;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1863;586;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1864;600;Growth, national, guesstimate.;1740, 1800, 1820, 1850, 1856, 1864:;Guestimates of movements based on movements in real wages (real wages taken from e1796 & e1869). The movements at the time of the Taiping rebellion was assumed to be smaller than the movements in the real wage data. The series is linked to level in 1740, but we also checked so that the movements 1864-1870 made sense.;1740.;;Based on e1796 & e1869.;;;;;;;
China;1865;627;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1866;655;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1867;684;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1868;714;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1869;746;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1870;780;Growth, national;1870-1913.;Growth from Madison on-line, linked to the level in 1913. We also checked so that the movements 1864-1870 made sense.;1913;;Maddison on-line.;We also checked so that the movements 1864-1870 made sense.;;;;;;
China;1871;780;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1872;781;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1873;782;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1874;783;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1875;783;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1876;784;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1877;785;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1878;786;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1879;787;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1880;787;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1881;788;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1882;789;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1883;790;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1884;790;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1885;791;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1886;792;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1887;793;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1888;794;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1889;794;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1890;795;Growth, national;1870-1913.;Growth from Madison on-line, linked to the level in 1913. We also checked so that the movements 1864-1870 made sense.;1913;;Maddison on-line.;We also checked so that the movements 1864-1870 made sense.;;;;;;
China;1891;796;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1892;796;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1893;797;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1894;798;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1895;799;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1896;799;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1897;800;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1898;801;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1899;802;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1900;802;Growth, national;1870-1913.;Growth from Madison on-line, linked to the level in 1913. We also checked so that the movements 1864-1870 made sense.;1913;;Maddison on-line.;We also checked so that the movements 1864-1870 made sense.;;;;;;
China;1901;803;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1902;804;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1903;805;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1904;805;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1905;806;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1906;807;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1907;808;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1908;809;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1909;809;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1910;810;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1911;811;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1912;812;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1913;812;Other.;1913;Level is based on the growth rate of Rawski (1.1 % per year), as cited in e1858, linked to the level in 1936 (i.e. the growth rate was applied to the period 1913-1936).;;;Based on Rawski, as cited in e1858.;;;;;;;
China;1914;823;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1915;835;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1916;846;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1917;857;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1918;869;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1919;880;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1920;892;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1921;904;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1922;916;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1923;929;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1924;941;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1925;954;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1926;967;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1927;980;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1928;993;Interpolated.;;Interpolated.;;;NA;;;;;;;
China;1929;1 007;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1930;1 016;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1931;1 018;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1932;1 043;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1933;1 035;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1934;940;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1935;1 011;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1936;1 069;Level.;1936;Level based on PPP relation to US in 1936 (11,1%) (taken from e1860, table 8)  multiplied with the level in US in 1936.;;;e1860, table 8.;;;;;;;
China;1937;1 037;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1938;1 006;Growth, national;1929-38.;Growth from Maddison on-line, linked to 1936.;1936;;Maddison on-line.;;;;;;;
China;1939;927;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1938 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1940;854;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1939 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1941;786;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1940 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1942;724;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1941 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1943;667;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1942 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1944;614;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1943 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1945;566;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1944 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1946;546;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1945 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1947;528;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1946 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1948;509;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1947 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1949;492;Growth, national, guesstimate.;1938-1950.;Growth, guestimate;1948 & 1945.;;We guesstimated the growth so that it would fit the levels in 1938 & 1945. The large (implied) drop between these two years are suspiciously large, eventhough the wars probably were bery devastating. We suspect that at least one of the estimates are in need of revision. We assumed a higher negative growth during the world war 2, and a somewhat lower negative growth during the civil war up to 1949 (this is only based on the fact that the causalities seem to have been much higher during the world war). We assume a tiny improvement between 1949 and 1950, since most of the fighting seem to have ended in 1949.;;;;;;;
China;1950;493;Growth, national;1950-1952.;Growth from Maddison on-line, linked to benchmark in 2005.;1952;;Maddison on-line.;;;;;;;
China;1951;541;Growth, national;1950-1952.;Growth from Maddison on-line, linked to benchmark in 2005.;1952;;Maddison on-line.;;;;;;;
China;1952;592;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1953;655;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1954;663;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1955;680;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1956;715;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1957;765;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1958;880;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1959;957;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1960;895;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1961;567;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1962;582;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1963;657;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1964;744;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1965;812;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1966;878;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1967;770;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1968;723;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1969;798;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1970;932;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1971;970;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1972;941;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1973;1 006;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1974;1 007;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1975;1 051;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1976;1 027;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1977;1 050;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1978;1 190;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1979;1 250;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1980;1 277;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1981;1 320;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
China;1982;1 422;Growth, national;1952-2005.;"Growth from PWT 8.0 (using ""rgdpe""), linked to benchmark in 2005.";2005;;PWT 8.0.;PWT 8.0 imply a much lower growth rate than the World Bank data, and this yields more plausible levels for 1950.;;;;;;
